| TestMoneyAmountStyle              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33        | test_equals_equal_groupingChar                                                | test_equals_equal_groupingChar()                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:699:17:699:46      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:699:50:705:5       |
| TestMoneyAmountStyle              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33        | test_equals_notEqual_decimalPointChar                                         | test_equals_notEqual_decimalPointChar()                                                           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:691:17:691:53      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:691:57:696:5       |
| TestMoneyAmountStyle              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33        | test_equals_equal_decimalPointChar                                            | test_equals_equal_decimalPointChar()                                                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:682:17:682:50      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:682:54:688:5       |
| TestMoneyAmountStyle              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33        | test_equals_notEqual_negativeChar                                             | test_equals_notEqual_negativeChar()                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:674:17:674:49      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:674:53:679:5       |
| TestMoneyAmountStyle              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33        | test_equals_equal_negativeChar                                                | test_equals_equal_negativeChar()                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:665:17:665:46      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:665:50:671:5       |
| TestMoneyAmountStyle              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33        | test_equals_notEqual_positiveChar                                             | test_equals_notEqual_positiveChar()                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:657:17:657:49      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:657:53:662:5       |
| TestMoneyAmountStyle              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33        | test_equals_equal_positiveChar                                                | test_equals_equal_positiveChar()                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:648:17:648:46      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:648:50:654:5       |
| TestMoneyAmountStyle              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33        | test_equals_notEqual_zeroChar                                                 | test_equals_notEqual_zeroChar()                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:640:17:640:45      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:640:49:645:5       |
| TestMoneyAmountStyle              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33        | test_equals_equal_zeroChar                                                    | test_equals_equal_zeroChar()                                                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:631:17:631:42      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:631:46:637:5       |
| TestMoneyAmountStyle              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33        | test_equals_null                                                              | test_equals_null()                                                                                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:625:17:625:32      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:625:36:628:5       |
| TestMoneyAmountStyle              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33        | test_equals_otherType                                                         | test_equals_otherType()                                                                           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:619:17:619:37      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:619:41:622:5       |
| TestMoneyAmountStyle              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33        | test_equals_same                                                              | test_equals_same()                                                                                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:613:17:613:32      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:613:36:616:5       |
| TestMoneyAmountStyle              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33        | test_withAbsValue_same                                                        | test_withAbsValue_same()                                                                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:605:17:605:38      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:605:42:610:5       |
| TestMoneyAmountStyle              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33        | test_withAbsValue                                                             | test_withAbsValue()                                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:596:17:596:33      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:596:37:602:5       |
| TestMoneyAmountStyle              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33        | test_withForcedDecimalPoint_same                                              | test_withForcedDecimalPoint_same()                                                                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:588:17:588:48      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:588:52:593:5       |
