| BigMoneyProvider | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/main/java/org/joda/money/BigMoneyProvider.java:33:18:33:33    | toBigMoney | toBigMoney()                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/main/java/org/joda/money/BigMoneyProvider.java:45:14:45:23    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/main/java/org/joda/money/BigMoneyProvider.java:45:14:45:23    |
| SignedPrinterParser_ESTest_scaffolding             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/SignedPrinterParser_ESTest_scaffolding.java:31:14:31:51      | <obinit>                                                                      | <obinit>()                                                                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/SignedPrinterParser_ESTest_scaffolding.java:31:14:31:51      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/SignedPrinterParser_ESTest_scaffolding.java:31:14:31:51      |
| SignedPrinterParser_ESTest_scaffolding             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/SignedPrinterParser_ESTest_scaffolding.java:31:14:31:51      | <clinit>                                                                      | <clinit>()                                                                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/SignedPrinterParser_ESTest_scaffolding.java:31:14:31:51      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/SignedPrinterParser_ESTest_scaffolding.java:31:14:31:51      |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_toString                                                                 | test_toString()                                                                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:817:17:817:29                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:817:33:820:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_equals_notEqual_absValue                                                 | test_equals_notEqual_absValue()                                                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:809:17:809:45                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:809:49:814:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_equals_equal_absValue_true                                               | test_equals_equal_absValue_true()                                                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:800:17:800:47                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:800:51:806:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_equals_equal_absValue_false                                              | test_equals_equal_absValue_false()                                                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:789:17:789:48                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:789:52:797:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_equals_notEqual_forcedDecimalPoint                                       | test_equals_notEqual_forcedDecimalPoint()                                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:781:17:781:55                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:781:59:786:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_equals_equal_forcedDecimalPoint_true                                     | test_equals_equal_forcedDecimalPoint_true()                                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:772:17:772:57                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:772:61:778:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_equals_equal_forcedDecimalPoint_false                                    | test_equals_equal_forcedDecimalPoint_false()                                                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:757:17:757:58                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:757:62:769:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_equals_notEqual_groupingSize                                             | test_equals_notEqual_groupingSize()                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:749:17:749:49                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:749:53:754:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_equals_equal_groupingSize                                                | test_equals_equal_groupingSize()                                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:740:17:740:46                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:740:50:746:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_equals_notEqual_groupingStyle                                            | test_equals_notEqual_groupingStyle()                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:729:17:729:50                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:729:54:737:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_equals_equal_groupingStyle                                               | test_equals_equal_groupingStyle()                                                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:716:17:716:47                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:716:51:726:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_equals_notEqual_groupingChar                                             | test_equals_notEqual_groupingChar()                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:708:17:708:49                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:708:53:713:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_equals_equal_groupingChar                                                | test_equals_equal_groupingChar()                                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:699:17:699:46                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:699:50:705:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_equals_notEqual_decimalPointChar                                         | test_equals_notEqual_decimalPointChar()                                                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:691:17:691:53                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:691:57:696:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_equals_equal_decimalPointChar                                            | test_equals_equal_decimalPointChar()                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:682:17:682:50                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:682:54:688:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_equals_notEqual_negativeChar                                             | test_equals_notEqual_negativeChar()                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:674:17:674:49                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:674:53:679:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_equals_equal_negativeChar                                                | test_equals_equal_negativeChar()                                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:665:17:665:46                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:665:50:671:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_equals_notEqual_positiveChar                                             | test_equals_notEqual_positiveChar()                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:657:17:657:49                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:657:53:662:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_equals_equal_positiveChar                                                | test_equals_equal_positiveChar()                                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:648:17:648:46                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:648:50:654:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_equals_notEqual_zeroChar                                                 | test_equals_notEqual_zeroChar()                                                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:640:17:640:45                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:640:49:645:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_equals_equal_zeroChar                                                    | test_equals_equal_zeroChar()                                                                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:631:17:631:42                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:631:46:637:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_equals_null                                                              | test_equals_null()                                                                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:625:17:625:32                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:625:36:628:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_equals_otherType                                                         | test_equals_otherType()                                                                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:619:17:619:37                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:619:41:622:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_equals_same                                                              | test_equals_same()                                                                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:613:17:613:32                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:613:36:616:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_withAbsValue_same                                                        | test_withAbsValue_same()                                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:605:17:605:38                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:605:42:610:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_withAbsValue                                                             | test_withAbsValue()                                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:596:17:596:33                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:596:37:602:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_withForcedDecimalPoint_same                                              | test_withForcedDecimalPoint_same()                                                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:588:17:588:48                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:588:52:593:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_withForcedDecimalPoint                                                   | test_withForcedDecimalPoint()                                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:579:17:579:43                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:579:47:585:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_withGroupingSize_negative                                                | test_withGroupingSize_negative()                                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:573:17:573:46                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:573:50:576:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_withGroupingSize_sameNull                                                | test_withGroupingSize_sameNull()                                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:565:17:565:46                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:565:50:570:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_withGroupingSize_same                                                    | test_withGroupingSize_same()                                                                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:557:17:557:42                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:557:46:562:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_withGroupingSize                                                         | test_withGroupingSize()                                                                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:548:17:548:37                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:548:41:554:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_withGroupingStyle_same                                                   | test_withGroupingStyle_same()                                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:540:17:540:43                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:540:47:545:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_withGroupingStyle                                                        | test_withGroupingStyle()                                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:531:17:531:38                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:531:42:537:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_withGroupingCharacter_sameNull                                           | test_withGroupingCharacter_sameNull()                                                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:523:17:523:51                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:523:55:528:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_withGroupingCharacter_same                                               | test_withGroupingCharacter_same()                                                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:515:17:515:47                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:515:51:520:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_withGroupingCharacter                                                    | test_withGroupingCharacter()                                                                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:506:17:506:42                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:506:46:512:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_withDecimalPointCharacter_sameNull                                       | test_withDecimalPointCharacter_sameNull()                                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:498:17:498:55                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:498:59:503:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_withDecimalPointCharacter_same                                           | test_withDecimalPointCharacter_same()                                                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:490:17:490:51                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:490:55:495:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_withDecimalPointCharacter                                                | test_withDecimalPointCharacter()                                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:481:17:481:46                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:481:50:487:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_withNegativeSignCharacter_sameNull                                       | test_withNegativeSignCharacter_sameNull()                                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:473:17:473:55                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:473:59:478:5                       |
| TestMoneyAmountStyle                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33                        | test_withNegativeSignCharacter_same                                           | test_withNegativeSignCharacter_same()                                                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:465:17:465:51                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:465:55:470:5                       |
