| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/Ansi.java:381:57:381:74                                          | <obinit>                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/Ansi.java:29:14:29:17                                           | ArrayList<Integer>                          | file:///BCDEFGHIJK/java.base/java/util/ArrayList.sig:0:0:0:0                                                                                                                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/internal/JansiLoader_ESTest.java:83:17:83:49                     | run                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/internal/JansiLoader_ESTest.java:44:25:44:27                    | assertFalse                                 | file:///home/ali/.m2/repository/junit/junit/4.9/junit-4.9.jar/org/junit/Assert.class:0:0:0:0                                                                                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/internal/JansiLoader_ESTest.java:84:17:84:37                     | run                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/internal/JansiLoader_ESTest.java:44:25:44:27                    | assertFalse                                 | file:///home/ali/.m2/repository/junit/junit/4.9/junit-4.9.jar/org/junit/Assert.class:0:0:0:0                                                                                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/internal/JansiLoader_ESTest.java:87:17:87:41                     | run                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/internal/JansiLoader_ESTest.java:44:25:44:27                    | assertFalse                                 | file:///home/ali/.m2/repository/junit/junit/4.9/junit-4.9.jar/org/junit/Assert.class:0:0:0:0                                                                                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/internal/JansiLoader_ESTest.java:88:17:88:41                     | run                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/internal/JansiLoader_ESTest.java:44:25:44:27                    | assertFalse                                 | file:///home/ali/.m2/repository/junit/junit/4.9/junit-4.9.jar/org/junit/Assert.class:0:0:0:0                                                                                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/internal/JansiLoader_ESTest.java:89:17:89:37                     | run                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/internal/JansiLoader_ESTest.java:44:25:44:27                    | assertEquals                                | file:///home/ali/.m2/repository/junit/junit/4.9/junit-4.9.jar/org/junit/Assert.class:0:0:0:0                                                                                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/internal/JansiLoader_ESTest.java:92:17:92:35                     | run                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/internal/JansiLoader_ESTest.java:44:25:44:27                    | assertNull                                  | file:///home/ali/.m2/repository/junit/junit/4.9/junit-4.9.jar/org/junit/Assert.class:0:0:0:0                                                                                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/internal/JansiLoader_ESTest.java:95:17:95:46                     | run                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/internal/JansiLoader_ESTest.java:44:25:44:27                    | assertEquals                                | file:///home/ali/.m2/repository/junit/junit/4.9/junit-4.9.jar/org/junit/Assert.class:0:0:0:0                                                                                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/internal/JansiLoader_ESTest.java:96:17:96:38                     | run                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/internal/JansiLoader_ESTest.java:44:25:44:27                    | assertNotNull                               | file:///home/ali/.m2/repository/junit/junit/4.9/junit-4.9.jar/org/junit/Assert.class:0:0:0:0                                                                                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/internal/JansiLoader_ESTest.java:99:17:99:35                     | run                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/internal/JansiLoader_ESTest.java:44:25:44:27                    | assertNull                                  | file:///home/ali/.m2/repository/junit/junit/4.9/junit-4.9.jar/org/junit/Assert.class:0:0:0:0                                                                                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/internal/JansiLoader_ESTest.java:102:17:102:60                   | run                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/internal/JansiLoader_ESTest.java:44:25:44:27                    | assertTrue                                  | file:///home/ali/.m2/repository/junit/junit/4.9/junit-4.9.jar/org/junit/Assert.class:0:0:0:0                                                                                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/internal/JansiLoader_ESTest.java:102:28:102:59                   | run                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/internal/JansiLoader_ESTest.java:44:25:44:27                    | equals                                      | file:///B/java.base/java/lang/String.sig:0:0:0:0                                                                                                                                             |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/internal/JansiLoader_ESTest.java:103:17:103:46                   | run                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/internal/JansiLoader_ESTest.java:44:25:44:27                    | assertEquals                                | file:///home/ali/.m2/repository/junit/junit/4.9/junit-4.9.jar/org/junit/Assert.class:0:0:0:0                                                                                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/internal/JansiLoader_ESTest.java:104:17:104:38                   | run                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/internal/JansiLoader_ESTest.java:44:25:44:27                    | assertNotNull                               | file:///home/ali/.m2/repository/junit/junit/4.9/junit-4.9.jar/org/junit/Assert.class:0:0:0:0                                                                                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/internal/JansiLoader_ESTest.java:106:17:106:39                   | run                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/internal/JansiLoader_ESTest.java:44:25:44:27                    | setNextRandom                               | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/Random.class:0:0:0:0                                                                   |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/internal/JansiLoader_ESTest.java:109:9:109:47                    | test0                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/internal/JansiLoader_ESTest.java:41:17:41:21                    | get                                         | file:///BCDEFGHI/java.base/java/util/concurrent/Future.sig:0:0:0:0                                                                                                                           |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/internal/JansiLoader_ESTest.java:114:28:162:10                   | test1                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/internal/JansiLoader_ESTest.java:113:17:113:21                  | submit                                      | file:///BCDEFGHI/java.base/java/util/concurrent/ExecutorService.sig:0:0:0:0                                                                                                                  |
