| MooringPosition                                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:188:17:188:31                             | BerthingData                           |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/ChannelManagement.java:106:91:106:110                           | ChannelManagement                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/ChannelManagement.java:111:91:111:110                           | ChannelManagement                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/ChannelManagement.java:116:32:116:46                            | ChannelManagement                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/ChannelManagement.java:116:77:116:94                            | ChannelManagement                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/ChannelManagement.java:116:97:116:142                           | ChannelManagement                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/ChannelManagement.java:121:32:121:42                            | ChannelManagement                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/ChannelManagement.java:121:69:121:86                            | ChannelManagement                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/ChannelManagement.java:121:89:121:134                           | ChannelManagement                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/ChannelManagement.java:126:32:126:42                            | ChannelManagement                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/ChannelManagement.java:126:69:126:86                            | ChannelManagement                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/ChannelManagement.java:126:89:126:134                           | ChannelManagement                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/ChannelManagement.java:131:75:131:92                            | ChannelManagement                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/ClassBCSStaticDataReport.java:72:79:72:96                       | ClassBCSStaticDataReport               |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/ClassBCSStaticDataReport.java:77:75:77:100                      | ClassBCSStaticDataReport               |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/ClassBCSStaticDataReport.java:82:75:82:100                      | ClassBCSStaticDataReport               |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/ClassBCSStaticDataReport.java:87:75:87:100                      | ClassBCSStaticDataReport               |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/ClassBCSStaticDataReport.java:92:75:92:100                      | ClassBCSStaticDataReport               |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/ClassBCSStaticDataReport.java:97:69:97:94                       | ClassBCSStaticDataReport               |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/DataLinkManagement.java:74:85:74:102                            | DataLinkManagement                     |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/ClassBCSStaticDataReport.java:102:73:102:98                     | ClassBCSStaticDataReport               |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/ClassBCSStaticDataReport.java:107:81:107:106                    | ClassBCSStaticDataReport               |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/ClassBCSStaticDataReport.java:112:71:112:96                     | ClassBCSStaticDataReport               |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/ClassBCSStaticDataReport.java:117:87:117:112                    | ClassBCSStaticDataReport               |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/DataLinkManagement.java:79:87:79:104                            | DataLinkManagement                     |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/DataLinkManagement.java:84:75:84:92                             | DataLinkManagement                     |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/DataLinkManagement.java:89:79:89:96                             | DataLinkManagement                     |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/DataLinkManagement.java:94:85:94:114                            | DataLinkManagement                     |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/DataLinkManagement.java:99:87:99:116                            | DataLinkManagement                     |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/DataLinkManagement.java:104:75:104:104                          | DataLinkManagement                     |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/DataLinkManagement.java:109:79:109:108                          | DataLinkManagement                     |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/DataLinkManagement.java:114:85:114:114                          | DataLinkManagement                     |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/DataLinkManagement.java:119:87:119:116                          | DataLinkManagement                     |
