| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/CommandLine.java:170:48:170:61                                                 | <obinit>                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/CommandLine.java:33:14:33:24                                                 | Vector<Argument>                                    | file:///BCDEFGHIJK/java.base/java/util/Vector.sig:0:0:0:0                                                                                                                                                           |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:30:48:30:93                            | test0                                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:28:15:28:19                          | OS2CommandLauncher                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/launcher/OS2CommandLauncher.java:42:12:42:29                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:31:42:31:70                            | test0                                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:28:15:28:19                          | HashMap<String,Object>                              | file:///89ABCDEFGH/java.base/java/util/HashMap.sig:0:0:0:0                                                                                                                                                          |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:32:34:32:67                            | test0                                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:28:15:28:19                          | parse1                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/CommandLine.java:76:31:76:36                                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:33:42:33:70                            | test0                                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:28:15:28:19                          | HashMap<String,String>                              | file:///89ABCDEFGH/java.base/java/util/HashMap.sig:0:0:0:0                                                                                                                                                          |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:34:24:34:35                            | test0                                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:28:15:28:19                          | Object                                              | file:///BCDEF/java.base/java/lang/Object.sig:0:0:0:0                                                                                                                                                                |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:36:28:36:45                            | test0                                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:28:15:28:19                          | MockFile                                            | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/mock/java/io/MockFile.class:0:0:0:0                                                                           |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:35:7:35:33                             | test0                                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:28:15:28:19                          | put                                                 | file:///89ABCDEFGH/java.base/java/util/HashMap.sig:0:0:0:0                                                                                                                                                          |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:39:9:39:68                             | test0                                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:28:15:28:19                          | exec1                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/launcher/OS2CommandLauncher.java:55:20:55:24                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:40:9:40:68                             | test0                                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:28:15:28:19                          | fail                                                | file:///home/ali/.m2/repository/junit/junit/4.13.2/junit-4.13.2.jar/org/junit/Assert.class:0:0:0:0                                                                                                                  |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:48:48:48:71                            | test1                                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:47:15:47:19                          | VmsCommandLauncher                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/launcher/VmsCommandLauncher.java:37:14:37:31                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:49:48:49:90                            | test1                                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:47:15:47:19                          | OS2CommandLauncher                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/launcher/OS2CommandLauncher.java:42:12:42:29                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:50:34:50:74                            | test1                                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:47:15:47:19                          | parse0                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/CommandLine.java:64:31:64:36                                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:51:20:51:80                            | test1                                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:47:15:47:19                          | createTempFile                                      | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/mock/java/io/MockFile.class:0:0:0:0                                                                           |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:52:34:52:91                            | test1                                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:47:15:47:19                          | CommandLine                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/CommandLine.java:192:12:192:22                                               |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:53:42:53:70                            | test1                                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:47:15:47:19                          | HashMap<String,String>                              | file:///89ABCDEFGH/java.base/java/util/HashMap.sig:0:0:0:0                                                                                                                                                          |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:56:9:56:64                             | test1                                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:47:15:47:19                          | exec1                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/launcher/OS2CommandLauncher.java:55:20:55:24                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:57:9:57:61                             | test1                                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:47:15:47:19                          | fail                                                | file:///home/ali/.m2/repository/junit/junit/4.13.2/junit-4.13.2.jar/org/junit/Assert.class:0:0:0:0                                                                                                                  |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:63:10:63:71                            | test1                                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:47:15:47:19                          | verifyException                                     | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/EvoAssertions.class:0:0:0:0                                                                                   |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:69:54:69:80                            | test2                                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:68:15:68:19                          | Java13CommandLauncher                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/launcher/Java13CommandLauncher.java:35:12:35:32                              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:70:48:70:93                            | test2                                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:68:15:68:19                          | OS2CommandLauncher                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/launcher/OS2CommandLauncher.java:42:12:42:29                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:71:34:71:60                            | test2                                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:68:15:68:19                          | parse0                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/CommandLine.java:64:31:64:36                                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:72:42:72:70                            | test2                                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:68:15:68:19                          | HashMap<String,String>                              | file:///89ABCDEFGH/java.base/java/util/HashMap.sig:0:0:0:0                                                                                                                                                          |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:73:28:73:48                            | test2                                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:68:15:68:19                          | MockFile                                            | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/mock/java/io/MockFile.class:0:0:0:0                                                                           |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:75:9:75:68                             | test2                                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:68:15:68:19                          | exec1                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/launcher/OS2CommandLauncher.java:55:20:55:24                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:76:9:76:48                             | test2                                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:68:15:68:19                          | fail                                                | file:///home/ali/.m2/repository/junit/junit/4.13.2/junit-4.13.2.jar/org/junit/Assert.class:0:0:0:0                                                                                                                  |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:82:10:82:78                            | test2                                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:68:15:68:19                          | verifyException                                     | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/EvoAssertions.class:0:0:0:0                                                                                   |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:88:48:88:93                            | test3                                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:87:15:87:19                          | OS2CommandLauncher                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/launcher/OS2CommandLauncher.java:42:12:42:29                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:89:42:89:70                            | test3                                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:87:15:87:19                          | HashMap<String,String>                              | file:///89ABCDEFGH/java.base/java/util/HashMap.sig:0:0:0:0                                                                                                                                                          |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:92:9:92:76                             | test3                                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:87:15:87:19                          | exec1                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/launcher/OS2CommandLauncher.java:55:20:55:24                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:93:9:93:57                             | test3                                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:87:15:87:19                          | fail                                                | file:///home/ali/.m2/repository/junit/junit/4.13.2/junit-4.13.2.jar/org/junit/Assert.class:0:0:0:0                                                                                                                  |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:99:10:99:84                            | test3                                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest.java:87:15:87:19                          | verifyException                                     | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/EvoAssertions.class:0:0:0:0                                                                                   |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:21:71:21:130               | <obinit>                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:18:14:18:50              | NonFunctionalRequirementRule                        | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/vnet/NonFunctionalRequirementRule.class:0:0:0:0                                                               |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:25:70:25:182               | <obinit>                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:18:14:18:50              | ThreadStopper                                       | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/thread/ThreadStopper.class:0:0:0:0                                                                            |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:25:117:25:175              | <obinit>                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:18:14:18:50              | getInstance                                         | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/thread/KillSwitchHandler.class:0:0:0:0                                                                        |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:23:88:23:127               | <clinit>                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:18:14:18:50              | clone                                               | file:///BCDEFGHI/java.base/java/util/Properties.sig:0:0:0:0                                                                                                                                                         |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:23:88:23:119               | <clinit>                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:18:14:18:50              | getProperties                                       | file:///B/java.base/java/lang/System.sig:0:0:0:0                                                                                                                                                                    |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:18:14:18:50                | OS2CommandLauncher_ESTest_scaffolding           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:18:14:18:50              | Object                                              | file:///BCDEF/java.base/java/lang/Object.sig:0:0:0:0                                                                                                                                                                |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:18:14:18:50                | OS2CommandLauncher_ESTest_scaffolding           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:18:14:18:50              | <obinit>                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:18:14:18:50              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:31:5:31:48                 | initEvoSuiteFramework                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:29:22:29:42              | initialize                                          | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/GuiSupport.class:0:0:0:0                                                                                      |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:36:5:36:74                 | initEvoSuiteFramework                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:29:22:29:42              | initializeSecurityManagerForSUT                     | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/sandbox/Sandbox.class:0:0:0:0                                                                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:37:5:37:62                 | initEvoSuiteFramework                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:29:22:29:42              | init                                                | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/classhandling/JDKClassResetter.class:0:0:0:0                                                                  |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:38:5:38:25                 | initEvoSuiteFramework                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:29:22:29:42              | setSystemProperties                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:72:22:72:40              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:39:5:39:23                 | initEvoSuiteFramework                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:29:22:29:42              | initializeClasses                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:79:23:79:39              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:40:5:40:61                 | initEvoSuiteFramework                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:29:22:29:42              | resetRuntime                                        | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/Runtime.class:0:0:0:0                                                                                         |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:40:5:40:46                 | initEvoSuiteFramework                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:29:22:29:42              | getInstance                                         | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/Runtime.class:0:0:0:0                                                                                         |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:45:5:45:41                 | clearEvoSuiteFramework                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:44:22:44:43              | resetDefaultSecurityManager                         | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/sandbox/Sandbox.class:0:0:0:0                                                                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:46:5:46:84                 | clearEvoSuiteFramework                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:44:22:44:43              | setProperties                                       | file:///B/java.base/java/lang/System.sig:0:0:0:0                                                                                                                                                                    |
