| ExecuteStreamHandler | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/ExecuteStreamHandler.java:27:18:27:37     | stop                   | stop()                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/ExecuteStreamHandler.java:65:10:65:13     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/ExecuteStreamHandler.java:65:10:65:13     |
| MapUtils_ESTest_scaffolding                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/MapUtils_ESTest_scaffolding.java:18:14:18:40                            | <obinit>                                        | <obinit>()                                                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/MapUtils_ESTest_scaffolding.java:18:14:18:40                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/MapUtils_ESTest_scaffolding.java:18:14:18:40                            |
| MapUtils_ESTest_scaffolding                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/MapUtils_ESTest_scaffolding.java:18:14:18:40                            | <clinit>                                        | <clinit>()                                                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/MapUtils_ESTest_scaffolding.java:18:14:18:40                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/MapUtils_ESTest_scaffolding.java:18:14:18:40                            |
| StringUtilTest                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtilTest.java:30:14:30:27                                         | testNoStringSubstitution                        | testNoStringSubstitution()                                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtilTest.java:78:17:78:40                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtilTest.java:78:61:84:5                                          |
| StringUtilTest                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtilTest.java:30:14:30:27                                         | testIncompleteSubstitution                      | testIncompleteSubstitution()                                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtilTest.java:59:17:59:42                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtilTest.java:59:63:72:5                                          |
| StringUtilTest                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtilTest.java:30:14:30:27                                         | testErroneousTemplate                           | testErroneousTemplate()                                                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtilTest.java:48:17:48:37                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtilTest.java:48:58:53:5                                          |
| StringUtilTest                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtilTest.java:30:14:30:27                                         | testDefaultStringSubstitution                   | testDefaultStringSubstitution()                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtilTest.java:35:17:35:45                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtilTest.java:35:66:42:5                                          |
| StringUtilTest                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtilTest.java:30:14:30:27                                         | StringUtilTest                                  | StringUtilTest()                                                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtilTest.java:30:14:30:27                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtilTest.java:30:14:30:27                                         |
| StringUtils                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/util/StringUtils.java:32:14:32:24                                            | toString                                        | toString(String[], String)                                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/util/StringUtils.java:231:26:231:33                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/util/StringUtils.java:231:83:233:5                                           |
| StringUtils                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/util/StringUtils.java:32:14:32:24                                            | stringSubstitution                              | stringSubstitution(String, Map<? super String,?>, boolean)                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/util/StringUtils.java:140:32:140:49                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/util/StringUtils.java:140:132:220:5                                          |
| StringUtils                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/util/StringUtils.java:32:14:32:24                                            | split                                           | split(String, String)                                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/util/StringUtils.java:108:28:108:32                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/util/StringUtils.java:108:78:115:5                                           |
| StringUtils                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/util/StringUtils.java:32:14:32:24                                            | quoteArgument                                   | quoteArgument(String)                                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/util/StringUtils.java:75:26:75:38                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/util/StringUtils.java:75:63:99:5                                             |
| StringUtils                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/util/StringUtils.java:32:14:32:24                                            | isQuoted                                        | isQuoted(String)                                                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/util/StringUtils.java:60:27:60:34                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/util/StringUtils.java:60:59:62:5                                             |
| StringUtils                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/util/StringUtils.java:32:14:32:24                                            | fixFileSeparatorChar                            | fixFileSeparatorChar(String)                                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/util/StringUtils.java:50:26:50:45                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/util/StringUtils.java:50:65:52:5                                             |
| StringUtils                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/util/StringUtils.java:32:14:32:24                                            | StringUtils                                     | StringUtils()                                                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/util/StringUtils.java:32:14:32:24                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/util/StringUtils.java:32:14:32:24                                            |
| StringUtils                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/util/StringUtils.java:32:14:32:24                                            | <clinit>                                        | <clinit>()                                                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/util/StringUtils.java:32:14:32:24                                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/util/StringUtils.java:32:14:32:24                                            |
| StringUtils_ESTest                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:21:14:21:31                                     | test28                                          | test28()                                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:286:15:286:20                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:286:43:288:3                                    |
| StringUtils_ESTest                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:21:14:21:31                                     | test27                                          | test27()                                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:280:15:280:20                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:280:43:283:3                                    |
| StringUtils_ESTest                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:21:14:21:31                                     | test26                                          | test26()                                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:273:15:273:20                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:273:43:277:3                                    |
| StringUtils_ESTest                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:21:14:21:31                                     | test25                                          | test25()                                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:267:15:267:20                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:267:43:270:3                                    |
| StringUtils_ESTest                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:21:14:21:31                                     | test24                                          | test24()                                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:261:15:261:20                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:261:43:264:3                                    |
| StringUtils_ESTest                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:21:14:21:31                                     | test23                                          | test23()                                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:255:15:255:20                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:255:43:258:3                                    |
| StringUtils_ESTest                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:21:14:21:31                                     | test22                                          | test22()                                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:249:15:249:20                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:249:43:252:3                                    |
| StringUtils_ESTest                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:21:14:21:31                                     | test21                                          | test21()                                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:243:15:243:20                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:243:43:246:3                                    |
| StringUtils_ESTest                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:21:14:21:31                                     | test20                                          | test20()                                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:228:15:228:20                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:228:43:240:3                                    |
| StringUtils_ESTest                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:21:14:21:31                                     | test19                                          | test19()                                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:222:15:222:20                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:222:43:225:3                                    |
| StringUtils_ESTest                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:21:14:21:31                                     | test18                                          | test18()                                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:216:15:216:20                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:216:43:219:3                                    |
| StringUtils_ESTest                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:21:14:21:31                                     | test17                                          | test17()                                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:210:15:210:20                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:210:43:213:3                                    |
| StringUtils_ESTest                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:21:14:21:31                                     | test16                                          | test16()                                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:203:15:203:20                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:203:43:207:3                                    |
| StringUtils_ESTest                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:21:14:21:31                                     | test15                                          | test15()                                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:196:15:196:20                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:196:43:200:3                                    |
| StringUtils_ESTest                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:21:14:21:31                                     | test14                                          | test14()                                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:190:15:190:20                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:190:43:193:3                                    |
| StringUtils_ESTest                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:21:14:21:31                                     | test13                                          | test13()                                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:184:15:184:20                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:184:43:187:3                                    |
| StringUtils_ESTest                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:21:14:21:31                                     | test12                                          | test12()                                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:175:15:175:20                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:175:43:181:3                                    |
| StringUtils_ESTest                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:21:14:21:31                                     | test11                                          | test11()                                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:158:15:158:20                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:158:43:172:3                                    |
| StringUtils_ESTest                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:21:14:21:31                                     | test10                                          | test10()                                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:144:15:144:20                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:144:43:155:3                                    |
| StringUtils_ESTest                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:21:14:21:31                                     | test09                                          | test09()                                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:126:15:126:20                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:126:43:141:3                                    |
| StringUtils_ESTest                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:21:14:21:31                                     | test08                                          | test08()                                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:111:15:111:20                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:111:43:123:3                                    |
| StringUtils_ESTest                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:21:14:21:31                                     | test07                                          | test07()                                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:97:15:97:20                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:97:43:108:3                                     |
| StringUtils_ESTest                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:21:14:21:31                                     | test06                                          | test06()                                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:82:15:82:20                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:82:43:94:3                                      |
| StringUtils_ESTest                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:21:14:21:31                                     | test05                                          | test05()                                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:67:15:67:20                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:67:43:79:3                                      |
| StringUtils_ESTest                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:21:14:21:31                                     | test04                                          | test04()                                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:52:15:52:20                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:52:43:64:3                                      |
| StringUtils_ESTest                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:21:14:21:31                                     | test03                                          | test03()                                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:46:15:46:20                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:46:43:49:3                                      |
| StringUtils_ESTest                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:21:14:21:31                                     | test02                                          | test02()                                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:39:15:39:20                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:39:43:43:3                                      |
| StringUtils_ESTest                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:21:14:21:31                                     | test01                                          | test01()                                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:33:15:33:20                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:33:43:36:3                                      |
| StringUtils_ESTest                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:21:14:21:31                                     | test00                                          | test00()                                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:24:15:24:20                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:24:43:30:3                                      |
| StringUtils_ESTest                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:21:14:21:31                                     | StringUtils_ESTest                              | StringUtils_ESTest()                                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:21:14:21:31                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/util/StringUtils_ESTest.java:21:14:21:31                                     |
